barcode	file	contest\choice
20000660300020	120262.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN
20000660300020	120262.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN
20000660300020	120266.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL
20000660300020	120266.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN
20000660300020	120266.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN
20000660300020	120270.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL
20000660300020	120270.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN
20000660300020	120270.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN
20000660300020	120274.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL
20000660300020	120274.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN
20000660300020	120274.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN
20000660300020	120278.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL
20000660300020	120278.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN
20000660300020	120278.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN
20000660300020	120282.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL
20000660300020	120282.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN
20000660300020	120282.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN
20000660300020	120286.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL
20000660300020	120286.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN
20000660300020	120286.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN
20000660300020	120290.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL
20000660300020	120290.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN
20000660300020	120290.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN
20000660300020	120294.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL
20000660300020	120294.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN
20000660300020	120294.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN
20000660300020	120298.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL
20000660300020	120298.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN
20000660300020	120298.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN
20000660300020	120302.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL
20000660300020	120302.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN
20000660300020	120302.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN
20000660300020	120306.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL
20000660300020	120306.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN
20000660300020	120306.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN
20000720300049	031336.jpg	ASSESSOR	MARI A. WILSON
20000720300049	031336.jpg	ASSESSOR	WRITEIN
20000720300049	031336.jpg	AUDITOR-CONTROLLER	KAREN PAZ DOMINGUEZ
20000720300049	031336.jpg	AUDITOR-CONTROLLER	MIKE LORIG
20000720300049	031336.jpg	AUDITOR-CONTROLLER	WRITEIN
20000720300049	031336.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL
20000720300049	031336.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN
20000720300049	031336.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN
20000720300049	031336.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD
20000720300049	031336.jpg	MEMBER OF THE STATE ASSEMBLY	MATT HEATH
20000720300049	031336.jpg	MEMBER OF THE STATE ASSEMBLY	WRITEIN
20000720300049	031336.jpg	STATE SENATOR	MIKE MCGUIRE
20000720300049	031336.jpg	STATE SENATOR	VERONICA "RONI" JACOBI
20000720300049	031336.jpg	STATE SENATOR	WRITEIN
20000720300049	031336.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	LILY (ESPINOZA) PLOSKI
20000720300049	031336.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	MARSHALL TUCK
20000720300049	031336.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	STEVEN IRELAND
20000720300049	031336.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	TONY K. THURMOND
20000720300049	031336.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	WRITEIN
20000720300049	031336.jpg	SUPERINTENDENT OF SCHOOLS	CHRISTOPHER HARTLEY
20000720300049	031336.jpg	SUPERINTENDENT OF SCHOOLS	WRITEIN
20000720300049	031336.jpg	UNITED STATE REPRESENTATIVE	ANDY CAFFREY
20000720300049	031336.jpg	UNITED STATE REPRESENTATIVE	DALE K. MENSING
20000720300049	031336.jpg	UNITED STATE REPRESENTATIVE	JARED HUFFMAN
20000720300049	031336.jpg	UNITED STATE REPRESENTATIVE	WRITEIN
20000720300049	031336.jpg	UNITED STATE SENATOR	ADRIENNE NICOLE EDWARDS
20000720300049	031336.jpg	UNITED STATE SENATOR	ALISON HARTSON
20000720300049	031336.jpg	UNITED STATE SENATOR	ARUN K. BHUMITRA
20000720300049	031336.jpg	UNITED STATE SENATOR	COLLEEN SHEA FERNALD
20000720300049	031336.jpg	UNITED STATE SENATOR	DAVID HILDEBRAND
20000720300049	031336.jpg	UNITED STATE SENATOR	DAVID MOORE
20000720300049	031336.jpg	UNITED STATE SENATOR	DERRICK MICHAEL REID
20000720300049	031336.jpg	UNITED STATE SENATOR	DIANNE FEINSTEIN
20000720300049	031336.jpg	UNITED STATE SENATOR	DON J. GRUNDMANN
20000720300049	031336.jpg	UNITED STATE SENATOR	DONNIE O. TURNER
20000720300049	031336.jpg	UNITED STATE SENATOR	DOUGLAS HOWARD PIERCE
20000720300049	031336.jpg	UNITED STATE SENATOR	ERIN CRUZ
20000720300049	031336.jpg	UNITED STATE SENATOR	GERALD PLUMMER
20000720300049	031336.jpg	UNITED STATE SENATOR	HERBERT G. PETERS
20000720300049	031336.jpg	UNITED STATE SENATOR	JAMES P. BRADLEY
20000720300049	031336.jpg	UNITED STATE SENATOR	JASON M. HANANIA
20000720300049	031336.jpg	UNITED STATE SENATOR	JERRY JOSEPH LAWS
20000720300049	031336.jpg	UNITED STATE SENATOR	JOHN "JACK" CREW
20000720300049	031336.jpg	UNITED STATE SENATOR	JOHN THOMPSON PARKER
20000720300049	031336.jpg	UNITED STATE SENATOR	KEVIN DE LEON
20000720300049	031336.jpg	UNITED STATE SENATOR	KEVIN MOTTUS
20000720300049	031336.jpg	UNITED STATE SENATOR	LEE OLSON
20000720300049	031336.jpg	UNITED STATE SENATOR	LING LING SHI
20000720300049	031336.jpg	UNITED STATE SENATOR	MARIO NABLIBA
20000720300049	031336.jpg	UNITED STATE SENATOR	MICHAEL FAHMY GIRGIS
20000720300049	031336.jpg	UNITED STATE SENATOR	PAT HARRIS
20000720300049	031336.jpg	UNITED STATE SENATOR	PATRICK LITTLE
20000720300049	031336.jpg	UNITED STATE SENATOR	PAUL A. TAYLOR
20000720300049	031336.jpg	UNITED STATE SENATOR	RASH BIHARI GHOSH
20000720300049	031336.jpg	UNITED STATE SENATOR	ROQUE "ROCKY" DE LA FUENTE
20000720300049	031336.jpg	UNITED STATE SENATOR	TIM GILDERSLEEVE
20000720300049	031336.jpg	UNITED STATE SENATOR	TOM PALZER
20000720300049	031336.jpg	UNITED STATE SENATOR	WRITEIN
20000720300049	031476.jpg	ASSESSOR	MARI A. WILSON
20000720300049	031476.jpg	ASSESSOR	WRITEIN
20000720300049	031476.jpg	AUDITOR-CONTROLLER	KAREN PAZ DOMINGUEZ
20000720300049	031476.jpg	AUDITOR-CONTROLLER	MIKE LORIG
20000720300049	031476.jpg	AUDITOR-CONTROLLER	WRITEIN
20000720300049	031476.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL
20000720300049	031476.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN
20000720300049	031476.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN
20000720300049	031476.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD
20000720300049	031476.jpg	MEMBER OF THE STATE ASSEMBLY	MATT HEATH
20000720300049	031476.jpg	MEMBER OF THE STATE ASSEMBLY	WRITEIN
20000720300049	031476.jpg	STATE SENATOR	MIKE MCGUIRE
20000720300049	031476.jpg	STATE SENATOR	VERONICA "RONI" JACOBI
20000720300049	031476.jpg	STATE SENATOR	WRITEIN
20000720300049	031476.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	LILY (ESPINOZA) PLOSKI
20000720300049	031476.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	MARSHALL TUCK
20000720300049	031476.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	STEVEN IRELAND
20000720300049	031476.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	TONY K. THURMOND
20000720300049	031476.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	WRITEIN
20000720300049	031476.jpg	SUPERINTENDENT OF SCHOOLS	CHRISTOPHER HARTLEY
20000720300049	031476.jpg	SUPERINTENDENT OF SCHOOLS	WRITEIN
20000720300049	031476.jpg	UNITED STATE REPRESENTATIVE	ANDY CAFFREY
20000720300049	031476.jpg	UNITED STATE REPRESENTATIVE	DALE K. MENSING
20000720300049	031476.jpg	UNITED STATE REPRESENTATIVE	JARED HUFFMAN
20000720300049	031476.jpg	UNITED STATE REPRESENTATIVE	WRITEIN
20000720300049	031476.jpg	UNITED STATE SENATOR	ADRIENNE NICOLE EDWARDS
20000720300049	031476.jpg	UNITED STATE SENATOR	ALISON HARTSON
20000720300049	031476.jpg	UNITED STATE SENATOR	ARUN K. BHUMITRA
20000720300049	031476.jpg	UNITED STATE SENATOR	COLLEEN SHEA FERNALD
20000720300049	031476.jpg	UNITED STATE SENATOR	DAVID HILDEBRAND
20000720300049	031476.jpg	UNITED STATE SENATOR	DAVID MOORE
20000720300049	031476.jpg	UNITED STATE SENATOR	DERRICK MICHAEL REID
20000720300049	031476.jpg	UNITED STATE SENATOR	DIANNE FEINSTEIN
20000720300049	031476.jpg	UNITED STATE SENATOR	DON J. GRUNDMANN
20000720300049	031476.jpg	UNITED STATE SENATOR	DONNIE O. TURNER
20000720300049	031476.jpg	UNITED STATE SENATOR	DOUGLAS HOWARD PIERCE
20000720300049	031476.jpg	UNITED STATE SENATOR	ERIN CRUZ
20000720300049	031476.jpg	UNITED STATE SENATOR	GERALD PLUMMER
20000720300049	031476.jpg	UNITED STATE SENATOR	HERBERT G. PETERS
20000720300049	031476.jpg	UNITED STATE SENATOR	JAMES P. BRADLEY
20000720300049	031476.jpg	UNITED STATE SENATOR	JASON M. HANANIA
20000720300049	031476.jpg	UNITED STATE SENATOR	JERRY JOSEPH LAWS
20000720300049	031476.jpg	UNITED STATE SENATOR	JOHN "JACK" CREW
20000720300049	031476.jpg	UNITED STATE SENATOR	JOHN THOMPSON PARKER
20000720300049	031476.jpg	UNITED STATE SENATOR	KEVIN DE LEON
20000720300049	031476.jpg	UNITED STATE SENATOR	KEVIN MOTTUS
20000720300049	031476.jpg	UNITED STATE SENATOR	LEE OLSON
20000720300049	031476.jpg	UNITED STATE SENATOR	LING LING SHI
20000720300049	031476.jpg	UNITED STATE SENATOR	MARIO NABLIBA
20000720300049	031476.jpg	UNITED STATE SENATOR	MICHAEL FAHMY GIRGIS
20000720300049	031476.jpg	UNITED STATE SENATOR	PAT HARRIS
20000720300049	031476.jpg	UNITED STATE SENATOR	PATRICK LITTLE
20000720300049	031476.jpg	UNITED STATE SENATOR	PAUL A. TAYLOR
20000720300049	031476.jpg	UNITED STATE SENATOR	RASH BIHARI GHOSH
20000720300049	031476.jpg	UNITED STATE SENATOR	ROQUE "ROCKY" DE LA FUENTE
20000720300049	031476.jpg	UNITED STATE SENATOR	TIM GILDERSLEEVE
20000720300049	031476.jpg	UNITED STATE SENATOR	TOM PALZER
20000720300049	031476.jpg	UNITED STATE SENATOR	WRITEIN
20000740300091	120774.jpg	ASSESSOR	MARI A. WILSON
20000740300091	120774.jpg	ASSESSOR	WRITEIN
20000740300091	120774.jpg	AUDITOR-CONTROLLER	KAREN PAZ DOMINGUEZ
20000740300091	120774.jpg	AUDITOR-CONTROLLER	MIKE LORIG
20000740300091	120774.jpg	AUDITOR-CONTROLLER	WRITEIN
20000740300091	120774.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL
20000740300091	120774.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN
20000740300091	120774.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN
20000740300091	120774.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD
20000740300091	120774.jpg	MEMBER OF THE STATE ASSEMBLY	MATT HEATH
20000740300091	120774.jpg	MEMBER OF THE STATE ASSEMBLY	WRITEIN
20000740300091	120774.jpg	STATE SENATOR	MIKE MCGUIRE
20000740300091	120774.jpg	STATE SENATOR	VERONICA "RONI" JACOBI
20000740300091	120774.jpg	STATE SENATOR	WRITEIN
20000740300091	120774.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	LILY (ESPINOZA) PLOSKI
20000740300091	120774.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	MARSHALL TUCK
20000740300091	120774.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	STEVEN IRELAND
20000740300091	120774.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	TONY K. THURMOND
20000740300091	120774.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	WRITEIN
20000740300091	120774.jpg	SUPERINTENDENT OF SCHOOLS	CHRISTOPHER HARTLEY
20000740300091	120774.jpg	SUPERINTENDENT OF SCHOOLS	WRITEIN
20000740300091	120774.jpg	UNITED STATE REPRESENTATIVE	ANDY CAFFREY
20000740300091	120774.jpg	UNITED STATE REPRESENTATIVE	DALE K. MENSING
20000740300091	120774.jpg	UNITED STATE REPRESENTATIVE	JARED HUFFMAN
20000740300091	120774.jpg	UNITED STATE REPRESENTATIVE	WRITEIN
20000740300091	120774.jpg	UNITED STATE SENATOR	ADRIENNE NICOLE EDWARDS
20000740300091	120774.jpg	UNITED STATE SENATOR	ALISON HARTSON
20000740300091	120774.jpg	UNITED STATE SENATOR	ARUN K. BHUMITRA
20000740300091	120774.jpg	UNITED STATE SENATOR	COLLEEN SHEA FERNALD
20000740300091	120774.jpg	UNITED STATE SENATOR	DAVID HILDEBRAND
20000740300091	120774.jpg	UNITED STATE SENATOR	DAVID MOORE
20000740300091	120774.jpg	UNITED STATE SENATOR	DERRICK MICHAEL REID
20000740300091	120774.jpg	UNITED STATE SENATOR	DIANNE FEINSTEIN
20000740300091	120774.jpg	UNITED STATE SENATOR	DON J. GRUNDMANN
20000740300091	120774.jpg	UNITED STATE SENATOR	DONNIE O. TURNER
20000740300091	120774.jpg	UNITED STATE SENATOR	DOUGLAS HOWARD PIERCE
20000740300091	120774.jpg	UNITED STATE SENATOR	ERIN CRUZ
20000740300091	120774.jpg	UNITED STATE SENATOR	GERALD PLUMMER
20000740300091	120774.jpg	UNITED STATE SENATOR	HERBERT G. PETERS
20000740300091	120774.jpg	UNITED STATE SENATOR	JAMES P. BRADLEY
20000740300091	120774.jpg	UNITED STATE SENATOR	JASON M. HANANIA
20000740300091	120774.jpg	UNITED STATE SENATOR	JERRY JOSEPH LAWS
20000740300091	120774.jpg	UNITED STATE SENATOR	JOHN "JACK" CREW
20000740300091	120774.jpg	UNITED STATE SENATOR	JOHN THOMPSON PARKER
20000740300091	120774.jpg	UNITED STATE SENATOR	KEVIN DE LEON
20000740300091	120774.jpg	UNITED STATE SENATOR	KEVIN MOTTUS
20000740300091	120774.jpg	UNITED STATE SENATOR	LEE OLSON
20000740300091	120774.jpg	UNITED STATE SENATOR	LING LING SHI
20000740300091	120774.jpg	UNITED STATE SENATOR	MARIO NABLIBA
20000740300091	120774.jpg	UNITED STATE SENATOR	MICHAEL FAHMY GIRGIS
20000740300091	120774.jpg	UNITED STATE SENATOR	PAT HARRIS
20000740300091	120774.jpg	UNITED STATE SENATOR	PATRICK LITTLE
20000740300091	120774.jpg	UNITED STATE SENATOR	PAUL A. TAYLOR
20000740300091	120774.jpg	UNITED STATE SENATOR	RASH BIHARI GHOSH
20000740300091	120774.jpg	UNITED STATE SENATOR	ROQUE "ROCKY" DE LA FUENTE
20000740300091	120774.jpg	UNITED STATE SENATOR	TIM GILDERSLEEVE
20000740300091	120774.jpg	UNITED STATE SENATOR	TOM PALZER
20000740300091	120774.jpg	UNITED STATE SENATOR	WRITEIN
20001010400083	008375.jpg	AUDITOR-CONTROLLER	KAREN PAZ DOMINGUEZ
20001010400083	008375.jpg	AUDITOR-CONTROLLER	MIKE LORIG
20001010400083	008375.jpg	AUDITOR-CONTROLLER	WRITEIN
20001010400083	008375.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	KELLY E. SANDERS
20001010400083	008375.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	WRITEIN
20001010400083	008375.jpg	DISTRICT ATTORNEY	MAGGIE FLEMING
20001010400083	008375.jpg	DISTRICT ATTORNEY	WRITEIN
20001010400083	008375.jpg	PROPOSITION 68	NO
20001010400083	008375.jpg	PROPOSITION 68	YES
20001010400083	008375.jpg	PROPOSITION 69	NO
20001010400083	008375.jpg	PROPOSITION 69	YES
20001010400083	008375.jpg	PROPOSITION 70	NO
20001010400083	008375.jpg	PROPOSITION 70	YES
20001010400083	008375.jpg	PROPOSITION 71	NO
20001010400083	008375.jpg	PROPOSITION 71	YES
20001010400083	008375.jpg	PROPOSITION 72	NO
20001010400083	008375.jpg	PROPOSITION 72	YES
20001010400083	008375.jpg	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WILLIAM "BILLY" HONSAL
20001010400083	008375.jpg	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WRITEIN
20001010400083	008375.jpg	TREASURER-TAX COLLECTOR	JOHN BARTHOLOMEW
20001010400083	008375.jpg	TREASURER-TAX COLLECTOR	WRITEIN
20001040300042	088642.jpg	ASSESSOR	MARI A. WILSON
20001040300042	088642.jpg	ASSESSOR	WRITEIN
20001040300042	088642.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL
20001040300042	088642.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN
20001040300042	088642.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN
20001040300042	088642.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD
20001040300042	088642.jpg	MEMBER OF THE STATE ASSEMBLY	MATT HEATH
20001040300042	088642.jpg	MEMBER OF THE STATE ASSEMBLY	WRITEIN
20001040300042	088642.jpg	STATE SENATOR	MIKE MCGUIRE
20001040300042	088642.jpg	STATE SENATOR	VERONICA "RONI" JACOBI
20001040300042	088642.jpg	STATE SENATOR	WRITEIN
20001040300042	088642.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	LILY (ESPINOZA) PLOSKI
20001040300042	088642.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	MARSHALL TUCK
20001040300042	088642.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	STEVEN IRELAND
20001040300042	088642.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	TONY K. THURMOND
20001040300042	088642.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	WRITEIN
20001040300042	088642.jpg	SUPERINTENDENT OF SCHOOLS	CHRISTOPHER HARTLEY
20001040300042	088642.jpg	SUPERINTENDENT OF SCHOOLS	WRITEIN
20001040300042	088642.jpg	SUPERVISOR DISTRICT FIVE	RYAN SUNDBERG
20001040300042	088642.jpg	SUPERVISOR DISTRICT FIVE	STEVE MADRONE
20001040300042	088642.jpg	SUPERVISOR DISTRICT FIVE	WRITEIN
20001040300042	088642.jpg	UNITED STATE REPRESENTATIVE	ANDY CAFFREY
20001040300042	088642.jpg	UNITED STATE REPRESENTATIVE	DALE K. MENSING
20001040300042	088642.jpg	UNITED STATE REPRESENTATIVE	JARED HUFFMAN
20001040300042	088642.jpg	UNITED STATE REPRESENTATIVE	WRITEIN
20001040300042	088642.jpg	UNITED STATE SENATOR	ADRIENNE NICOLE EDWARDS
20001040300042	088642.jpg	UNITED STATE SENATOR	ALISON HARTSON
20001040300042	088642.jpg	UNITED STATE SENATOR	ARUN K. BHUMITRA
20001040300042	088642.jpg	UNITED STATE SENATOR	COLLEEN SHEA FERNALD
20001040300042	088642.jpg	UNITED STATE SENATOR	DAVID HILDEBRAND
20001040300042	088642.jpg	UNITED STATE SENATOR	DAVID MOORE
20001040300042	088642.jpg	UNITED STATE SENATOR	DERRICK MICHAEL REID
20001040300042	088642.jpg	UNITED STATE SENATOR	DIANNE FEINSTEIN
20001040300042	088642.jpg	UNITED STATE SENATOR	DON J. GRUNDMANN
20001040300042	088642.jpg	UNITED STATE SENATOR	DONNIE O. TURNER
20001040300042	088642.jpg	UNITED STATE SENATOR	DOUGLAS HOWARD PIERCE
20001040300042	088642.jpg	UNITED STATE SENATOR	ERIN CRUZ
20001040300042	088642.jpg	UNITED STATE SENATOR	GERALD PLUMMER
20001040300042	088642.jpg	UNITED STATE SENATOR	HERBERT G. PETERS
20001040300042	088642.jpg	UNITED STATE SENATOR	JAMES P. BRADLEY
20001040300042	088642.jpg	UNITED STATE SENATOR	JASON M. HANANIA
20001040300042	088642.jpg	UNITED STATE SENATOR	JERRY JOSEPH LAWS
20001040300042	088642.jpg	UNITED STATE SENATOR	JOHN "JACK" CREW
20001040300042	088642.jpg	UNITED STATE SENATOR	JOHN THOMPSON PARKER
20001040300042	088642.jpg	UNITED STATE SENATOR	KEVIN DE LEON
20001040300042	088642.jpg	UNITED STATE SENATOR	KEVIN MOTTUS
20001040300042	088642.jpg	UNITED STATE SENATOR	LEE OLSON
20001040300042	088642.jpg	UNITED STATE SENATOR	LING LING SHI
20001040300042	088642.jpg	UNITED STATE SENATOR	MARIO NABLIBA
20001040300042	088642.jpg	UNITED STATE SENATOR	MICHAEL FAHMY GIRGIS
20001040300042	088642.jpg	UNITED STATE SENATOR	PAT HARRIS
20001040300042	088642.jpg	UNITED STATE SENATOR	PATRICK LITTLE
20001040300042	088642.jpg	UNITED STATE SENATOR	PAUL A. TAYLOR
20001040300042	088642.jpg	UNITED STATE SENATOR	RASH BIHARI GHOSH
20001040300042	088642.jpg	UNITED STATE SENATOR	ROQUE "ROCKY" DE LA FUENTE
20001040300042	088642.jpg	UNITED STATE SENATOR	TIM GILDERSLEEVE
20001040300042	088642.jpg	UNITED STATE SENATOR	TOM PALZER
20001040300042	088642.jpg	UNITED STATE SENATOR	WRITEIN
20001060400091	088975.jpg	AUDITOR-CONTROLLER	KAREN PAZ DOMINGUEZ
20001060400091	088975.jpg	AUDITOR-CONTROLLER	MIKE LORIG
20001060400091	088975.jpg	AUDITOR-CONTROLLER	WRITEIN
20001060400091	088975.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	KELLY E. SANDERS
20001060400091	088975.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	WRITEIN
20001060400091	088975.jpg	DISTRICT ATTORNEY	MAGGIE FLEMING
20001060400091	088975.jpg	DISTRICT ATTORNEY	WRITEIN
20001060400091	088975.jpg	PROPOSITION 68	NO
20001060400091	088975.jpg	PROPOSITION 68	YES
20001060400091	088975.jpg	PROPOSITION 69	NO
20001060400091	088975.jpg	PROPOSITION 69	YES
20001060400091	088975.jpg	PROPOSITION 70	NO
20001060400091	088975.jpg	PROPOSITION 70	YES
20001060400091	088975.jpg	PROPOSITION 71	NO
20001060400091	088975.jpg	PROPOSITION 71	YES
20001060400091	088975.jpg	PROPOSITION 72	NO
20001060400091	088975.jpg	PROPOSITION 72	YES
20001060400091	088975.jpg	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WILLIAM "BILLY" HONSAL
20001060400091	088975.jpg	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WRITEIN
20001060400091	088975.jpg	TREASURER-TAX COLLECTOR	JOHN BARTHOLOMEW
20001060400091	088975.jpg	TREASURER-TAX COLLECTOR	WRITEIN
20001180400052	005755.jpg	PROPOSITION 72	NO
20001180400052	005759.jpg	PROPOSITION 72	NO
20001180400052	005763.jpg	PROPOSITION 72	NO
20001180400052	005767.jpg	PROPOSITION 72	NO
20001180400052	005771.jpg	PROPOSITION 72	NO
20001180400052	005775.jpg	PROPOSITION 72	NO
20001180400052	005779.jpg	PROPOSITION 72	NO
20001180400052	005783.jpg	PROPOSITION 72	NO
20001180400052	005787.jpg	PROPOSITION 72	NO
20001180400052	005791.jpg	PROPOSITION 72	NO
20001180400052	005795.jpg	PROPOSITION 72	NO
20001180400052	005799.jpg	PROPOSITION 72	NO
20001180400052	005803.jpg	PROPOSITION 72	NO
20001180400052	005807.jpg	PROPOSITION 72	NO
20001180400052	005811.jpg	PROPOSITION 72	NO
20001180400052	005815.jpg	PROPOSITION 72	NO
20001180400052	005819.jpg	PROPOSITION 72	NO
20001180400052	005823.jpg	PROPOSITION 72	NO
20001180400052	005827.jpg	PROPOSITION 72	NO
20001180400052	005831.jpg	PROPOSITION 72	NO
20001180400052	005835.jpg	PROPOSITION 72	NO
20001180400052	005839.jpg	PROPOSITION 72	NO
20001180400052	005843.jpg	PROPOSITION 72	NO
20001180400052	005847.jpg	PROPOSITION 72	NO
20001180400052	005851.jpg	PROPOSITION 72	NO
20001180400052	005855.jpg	PROPOSITION 72	NO
20001180400052	005859.jpg	PROPOSITION 72	NO
20001180400052	005863.jpg	PROPOSITION 72	NO
20001180400052	005867.jpg	PROPOSITION 72	NO
20001180400052	005871.jpg	PROPOSITION 72	NO
20001180400052	005875.jpg	PROPOSITION 72	NO
20001180400052	005879.jpg	PROPOSITION 72	NO
20001180400052	005883.jpg	PROPOSITION 72	NO
20001180400052	005887.jpg	PROPOSITION 72	NO
20001180400052	005891.jpg	PROPOSITION 72	NO
20001180400052	005895.jpg	PROPOSITION 72	NO
20001180400052	005899.jpg	PROPOSITION 72	NO
20001180400052	005903.jpg	PROPOSITION 72	NO
20001180400052	005907.jpg	PROPOSITION 72	NO
20001180400052	005911.jpg	PROPOSITION 72	NO
20001180400052	005915.jpg	PROPOSITION 72	NO
20001180400052	005919.jpg	PROPOSITION 72	NO
20001180400052	005923.jpg	PROPOSITION 72	NO
20001180400052	005931.jpg	PROPOSITION 72	NO
20001180400052	005935.jpg	PROPOSITION 72	NO
20001180400052	005939.jpg	PROPOSITION 72	NO
20001180400052	005943.jpg	PROPOSITION 72	NO
20001180400052	005947.jpg	PROPOSITION 72	NO
20001180400052	005951.jpg	PROPOSITION 72	NO
20001180400052	005955.jpg	PROPOSITION 72	NO
20001180400052	005959.jpg	PROPOSITION 72	NO
20001180400052	005963.jpg	PROPOSITION 72	NO
20001180400052	005967.jpg	PROPOSITION 72	NO
20001180400052	005971.jpg	PROPOSITION 72	NO
20001180400052	005975.jpg	PROPOSITION 72	NO
20001180400052	005979.jpg	PROPOSITION 72	NO
20001180400052	005983.jpg	PROPOSITION 72	NO
20001180400052	005987.jpg	PROPOSITION 72	NO
20001180400052	005991.jpg	PROPOSITION 72	NO
20001180400052	005995.jpg	PROPOSITION 72	NO
20001180400052	005999.jpg	PROPOSITION 72	NO
20001180400052	006003.jpg	PROPOSITION 72	NO
20001180400052	006007.jpg	PROPOSITION 72	NO
20001180400052	006011.jpg	PROPOSITION 72	NO
20001180400052	006015.jpg	PROPOSITION 72	NO
20001180400052	006019.jpg	PROPOSITION 72	NO
