file	contest	choice	db	details	barcode
010416.jpg	GOVERNOR	GAVIN NEWSOM	0	1	10001070100009	10001070100009
010416.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010420.jpg	GOVERNOR	GAVIN NEWSOM	0	1	10001070100009	10001070100009
010420.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010424.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010428.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010432.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010436.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010440.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010444.jpg	GOVERNOR	GAVIN NEWSOM	0	1	10001070100009	10001070100009
010444.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010448.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010452.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010456.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010460.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010464.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010468.jpg	GOVERNOR	GAVIN NEWSOM	0	1	10001070100009	10001070100009
010468.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010472.jpg	GOVERNOR	GAVIN NEWSOM	1	0	10001070100009	10001070100009
010472.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010476.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010478.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010482.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010486.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010490.jpg	GOVERNOR	GAVIN NEWSOM	0	1	10001070100009	10001070100009
010490.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010494.jpg	GOVERNOR	GAVIN NEWSOM	0	1	10001070100009	10001070100009
010494.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010498.jpg	GOVERNOR	GAVIN NEWSOM	1	0	10001070100009	10001070100009
010498.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010502.jpg	GOVERNOR	JOSH JONES	1	0	10001070100009	10001070100009
010502.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010506.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010510.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010514.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010518.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010522.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010524.jpg	GOVERNOR	GAVIN NEWSOM	0	1	10001070100009	10001070100009
010524.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010528.jpg	GOVERNOR	GAVIN NEWSOM	0	1	10001070100009	10001070100009
010528.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010532.jpg	GOVERNOR	GAVIN NEWSOM	0	1	10001070100009	10001070100009
010532.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010536.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010540.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010544.jpg	GOVERNOR	GAVIN NEWSOM	0	1	10001070100009	10001070100009
010544.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010548.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010552.jpg	GOVERNOR	GAVIN NEWSOM	0	1	10001070100009	10001070100009
010552.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010560.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010564.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010566.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010570.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010574.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010578.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010580.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010584.jpg	GOVERNOR	GAVIN NEWSOM	0	1	10001070100009	10001070100009
010584.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010588.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010592.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010596.jpg	GOVERNOR	GAVIN NEWSOM	0	1	10001070100009	10001070100009
010596.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010600.jpg	GOVERNOR	GAVIN NEWSOM	0	1	10001070100009	10001070100009
010600.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010604.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010608.jpg	GOVERNOR	GAVIN NEWSOM	0	1	10001070100009	10001070100009
010608.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010614.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010618.jpg	GOVERNOR	KLEMENT TINAJ	1	0	10001070100009	10001070100009
010618.jpg	LIEUTENANT GOVERNOR	ELENI KOUNALAKIS	0	1	10001070100009	10001070100009
010876.jpg	UNITED STATE SENATOR	DONNIE O. TURNER	1	0	20001080300029	20001080300029
010956.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	LILY (ESPINOZA) PLOSKI	1	0	20001080300029	20001080300029
010956.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	MARSHALL TUCK	0	1	20001080300029	20001080300029
011156.jpg	ASSESSOR	MARI A. WILSON	0	1	20001110300092	20001110300092
011263.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	KELLY E. SANDERS	0	1	20001110400002	20001110400002
011347.jpg	PROPOSITION 69	NO	0	1	20001110400002	20001110400002
012323.jpg	PROPOSITION 70	YES	0	1	20001120400023	20001120400023
012715.jpg	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WRITEIN	0	1	20001130400044	20001130400044
013561.jpg	PROPOSITION 68	NO	0	1	20001140400065	20001140400065
013798.jpg	LIEUTENANT GOVERNOR	ELENI KOUNALAKIS	0	1	10001150100080	10001150100080
013964.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	0	1	20001150300079	20001150300079
013965.jpg	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WILLIAM "BILLY" HONSAL	1	0	20001150400086	20001150400086
013965.jpg	TREASURER-TAX COLLECTOR	JOHN BARTHOLOMEW	0	1	20001150400086	20001150400086
014260.jpg	ASSESSOR	MARI A. WILSON	None	1	20001170300024	None
014260.jpg	ASSESSOR	WRITEIN	None	0	20001170300024	None
014260.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	None	1	20001170300024	None
014260.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN	None	0	20001170300024	None
014260.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN	None	0	20001170300024	None
014260.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	None	1	20001170300024	None
014260.jpg	MEMBER OF THE STATE ASSEMBLY	MATT HEATH	None	0	20001170300024	None
014260.jpg	MEMBER OF THE STATE ASSEMBLY	WRITEIN	None	0	20001170300024	None
014260.jpg	STATE SENATOR	MIKE MCGUIRE	None	1	20001170300024	None
014260.jpg	STATE SENATOR	VERONICA "RONI" JACOBI	None	0	20001170300024	None
014260.jpg	STATE SENATOR	WRITEIN	None	0	20001170300024	None
014260.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	LILY (ESPINOZA) PLOSKI	None	0	20001170300024	None
014260.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	MARSHALL TUCK	None	0	20001170300024	None
014260.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	STEVEN IRELAND	None	0	20001170300024	None
014260.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	TONY K. THURMOND	None	1	20001170300024	None
014260.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	WRITEIN	None	0	20001170300024	None
014260.jpg	SUPERINTENDENT OF SCHOOLS	CHRISTOPHER HARTLEY	None	1	20001170300024	None
014260.jpg	SUPERINTENDENT OF SCHOOLS	WRITEIN	None	0	20001170300024	None
014260.jpg	SUPERVISOR DISTRICT FIVE	RYAN SUNDBERG	None	1	20001170300024	None
014260.jpg	SUPERVISOR DISTRICT FIVE	STEVE MADRONE	None	0	20001170300024	None
014260.jpg	SUPERVISOR DISTRICT FIVE	WRITEIN	None	0	20001170300024	None
014260.jpg	UNITED STATE REPRESENTATIVE	ANDY CAFFREY	None	0	20001170300024	None
014260.jpg	UNITED STATE REPRESENTATIVE	DALE K. MENSING	None	0	20001170300024	None
014260.jpg	UNITED STATE REPRESENTATIVE	JARED HUFFMAN	None	1	20001170300024	None
014260.jpg	UNITED STATE REPRESENTATIVE	WRITEIN	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	ADRIENNE NICOLE EDWARDS	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	ALISON HARTSON	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	ARUN K. BHUMITRA	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	COLLEEN SHEA FERNALD	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	DAVID HILDEBRAND	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	DAVID MOORE	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	DERRICK MICHAEL REID	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	DIANNE FEINSTEIN	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	DON J. GRUNDMANN	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	DONNIE O. TURNER	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	DOUGLAS HOWARD PIERCE	None	1	20001170300024	None
014260.jpg	UNITED STATE SENATOR	ERIN CRUZ	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	GERALD PLUMMER	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	HERBERT G. PETERS	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	JAMES P. BRADLEY	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	JASON M. HANANIA	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	JERRY JOSEPH LAWS	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	JOHN "JACK" CREW	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	JOHN THOMPSON PARKER	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	KEVIN DE LEON	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	KEVIN MOTTUS	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	LEE OLSON	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	LING LING SHI	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	MARIO NABLIBA	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	MICHAEL FAHMY GIRGIS	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	PAT HARRIS	None	1	20001170300024	None
014260.jpg	UNITED STATE SENATOR	PATRICK LITTLE	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	PAUL A. TAYLOR	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	RASH BIHARI GHOSH	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	ROQUE "ROCKY" DE LA FUENTE	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	TIM GILDERSLEEVE	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	TOM PALZER	None	0	20001170300024	None
014260.jpg	UNITED STATE SENATOR	WRITEIN	None	0	20001170300024	None
014626.jpg	UNITED STATE SENATOR	ALISON HARTSON	1	0	20001170300024	20001170300024
014681.jpg	DISTRICT ATTORNEY	MAGGIE FLEMING	0	1	20001170400031	20001170400031
014801.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
014983.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
014985.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
014987.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
014989.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
014991.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
014993.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
014995.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
014997.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
014999.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015001.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015003.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015005.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015007.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015009.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015011.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015013.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015015.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015017.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015019.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015021.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015023.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015025.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015027.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015029.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015031.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015033.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015035.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015037.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015039.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015041.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015043.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015045.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015047.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015049.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015051.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015053.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015055.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015057.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015059.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015061.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015063.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015065.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015067.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015069.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015071.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015073.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015075.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015077.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015079.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015081.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015083.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015085.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015087.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015089.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015091.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015093.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015095.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015097.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015099.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015101.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015103.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015105.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015107.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015109.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015111.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015113.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015115.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015117.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015119.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015121.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015123.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015125.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015127.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015129.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015131.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015133.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015135.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015137.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015139.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015141.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015143.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015145.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015147.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015149.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015151.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015153.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015155.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015157.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015159.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015161.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015163.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015165.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015167.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015169.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015171.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015173.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015175.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015177.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015179.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015181.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015183.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015185.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015187.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015189.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015191.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015193.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015195.jpg	PROPOSITION 72	NO	1	None	None	20001180400052
015197.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015199.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015201.jpg	PROPOSITION 72	NO	0	None	None	20001180400052
015306.jpg	GOVERNOR	DELAINE EASTIN	1	0	10001190100067	10001190100067
015307.jpg	ATTORNEY GENERAL	XAVIER BECERRA	1	0	10001190200074	10001190200074
015307.jpg	CONTROLLER	BETTY T. YEE	1	0	10001190200074	10001190200074
015307.jpg	INSURANCE COMMISSIONER	ASIF MAHMOOD	1	0	10001190200074	10001190200074
015307.jpg	MEMBER STATE BOARD OF EQUILIZATION	MALIA COHEN	1	0	10001190200074	10001190200074
015307.jpg	TREASURER	FIONA MA	0	1	10001190200074	10001190200074
015426.jpg	ASSESSOR	MARI A. WILSON	1	0	20001190300066	20001190300066
015426.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	1	0	20001190300066	20001190300066
015426.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	TONY K. THURMOND	1	0	20001190300066	20001190300066
015426.jpg	SUPERVISOR DISTRICT FIVE	STEVE MADRONE	1	0	20001190300066	20001190300066
015426.jpg	UNITED STATE REPRESENTATIVE	JARED HUFFMAN	1	0	20001190300066	20001190300066
015426.jpg	UNITED STATE SENATOR	DIANNE FEINSTEIN	1	0	20001190300066	20001190300066
015427.jpg	PROPOSITION 68	YES	1	0	20001190400073	20001190400073
015427.jpg	PROPOSITION 69	YES	1	0	20001190400073	20001190400073
015427.jpg	PROPOSITION 70	YES	1	0	20001190400073	20001190400073
015427.jpg	PROPOSITION 71	YES	1	0	20001190400073	20001190400073
015427.jpg	PROPOSITION 72	YES	1	0	20001190400073	20001190400073
015495.jpg	DISTRICT ATTORNEY	MAGGIE FLEMING	1	0	20001190400073	20001190400073
015507.jpg	DISTRICT ATTORNEY	MAGGIE FLEMING	1	0	20001190400073	20001190400073
015519.jpg	DISTRICT ATTORNEY	MAGGIE FLEMING	1	0	20001190400073	20001190400073
015547.jpg	DISTRICT ATTORNEY	WRITEIN	1	0	20001190400073	20001190400073
015601.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	KELLY E. SANDERS	1	0	20001190400073	20001190400073
015639.jpg	PROPOSITION 70	YES	0	1	20001190400073	20001190400073
015935.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
015935.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015937.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
015937.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015939.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
015939.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015941.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
015941.jpg	PROPOSITION 71	YES	1	None	None	20001200400094
015943.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
015943.jpg	PROPOSITION 71	YES	1	None	None	20001200400094
015945.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
015945.jpg	PROPOSITION 71	YES	1	None	None	20001200400094
015947.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
015947.jpg	PROPOSITION 71	YES	1	None	None	20001200400094
015949.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
015949.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015951.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
015951.jpg	PROPOSITION 71	YES	1	None	None	20001200400094
015953.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
015953.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015955.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
015955.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015957.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
015957.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015959.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
015959.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015961.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
015961.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015963.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
015963.jpg	PROPOSITION 71	YES	1	None	None	20001200400094
015965.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
015965.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015967.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
015967.jpg	PROPOSITION 71	YES	1	None	None	20001200400094
015968.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	LILY (ESPINOZA) PLOSKI	1	0	20001200300087	20001200300087
015969.jpg	PROPOSITION 70	YES	0	1	20001200400094	20001200400094
015969.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
015969.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015971.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
015971.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015973.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
015973.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015975.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
015975.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015977.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
015977.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015979.jpg	PROPOSITION 70	YES	0	1	20001200400094	20001200400094
015979.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
015979.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015981.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
015981.jpg	PROPOSITION 71	YES	1	None	None	20001200400094
015983.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
015983.jpg	PROPOSITION 71	YES	1	None	None	20001200400094
015985.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
015985.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015987.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
015987.jpg	PROPOSITION 71	YES	1	None	None	20001200400094
015989.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
015989.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015991.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
015991.jpg	PROPOSITION 71	YES	1	None	None	20001200400094
015993.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
015993.jpg	PROPOSITION 71	YES	1	None	None	20001200400094
015994.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN	1	0	20001200300087	20001200300087
015995.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
015995.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
015997.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
015997.jpg	PROPOSITION 71	YES	1	None	None	20001200400094
015999.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
015999.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
016001.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
016001.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
016003.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
016003.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
016005.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
016005.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
016007.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
016007.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
016009.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
016009.jpg	PROPOSITION 71	YES	1	None	None	20001200400094
016011.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
016011.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
016013.jpg	PROPOSITION 71	NO	1	None	None	20001200400094
016013.jpg	PROPOSITION 71	YES	0	None	None	20001200400094
016015.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
016015.jpg	PROPOSITION 71	YES	1	None	None	20001200400094
016017.jpg	PROPOSITION 71	NO	0	None	None	20001200400094
